S11R,S11I,S12R,S12I,S21R,S21I,S22R,S22I,S11_Mag,S11_Ang,S12_Mag,S12_Ang,S21_Mag,S21_Ang,S22_Mag,S22_Ang,sourcefile,MHz
-0.96632408207,-0.0328582881965,0.128813651841,0.0334614857792,0.129358277511,0.0327953833001,0.425661857273,-0.339632476982,-0.2925254,-178.0525,-17.51717,14.56169,-17.49358,14.2261,-5.279193,-38.58611,8117A_E1.0_B17_1,100.0
-0.966545440345,-0.032154809854,0.126930850019,0.0313189834163,0.127438887143,0.030644516405,0.408040057183,-0.368371408439,-0.2907506,-178.0946,-17.67199,13.86034,-17.64983,13.52089,-5.197139,-42.07517,8117A_E1.0_B17_1,100.36875
-0.966771084455,-0.031392060968,0.124944644252,0.0292977486166,0.125439200531,0.0286196624251,0.389427608851,-0.395892525902,-0.2889503,-178.1402,-17.83319,13.19663,-17.81095,12.85236,-5.109071,-45.47166,8117A_E1.0_B17_1,100.7375
-0.966951381842,-0.030725538151,0.122891768232,0.0274036777815,0.123361745393,0.0267286200929,0.369828972866,-0.422179189728,-0.2875244,-178.18,-17.99879,12.57074,-17.97715,12.22523,-5.016774,-48.78164,8117A_E1.0_B17_1,101.10625
-0.967215070449,-0.0299701404441,0.120783995975,0.0256364834766,0.121228090162,0.0249476000357,0.349381207545,-0.447231475041,-0.2853711,-178.2252,-18.16844,11.98323,-18.1478,11.62859,-4.920319,-52.00273,8117A_E1.0_B17_1,101.475
-0.967367692121,-0.0291738317362,0.118613485039,0.0239936158659,0.11903624396,0.0233050964384,0.328179209485,-0.471120788801,-0.2842203,-178.2726,-18.34315,11.43571,-18.32306,11.07734,-4.819385,-55.13922,8117A_E1.0_B17_1,101.84375
-0.967608684347,-0.0283934241411,0.116392874399,0.0224776396548,0.116790378189,0.0217813309044,0.306236669057,-0.493653666489,-0.2822669,-178.3192,-18.52245,10.93033,-18.50337,10.56426,-4.717586,-58.18672,8117A_E1.0_B17_1,102.2125
-0.967787753432,-0.0276176570682,0.114141171866,0.0210913565302,0.114496033408,0.0203859638732,0.283855513613,-0.514967862541,-0.2808623,-178.3654,-18.70534,10.4692,-18.68865,10.09569,-4.612179,-61.136,8117A_E1.0_B17_1,102.58125
-0.968007388225,-0.0268545973434,0.111846533907,0.0198258605779,0.112189843834,0.0191243842614,0.260825105893,-0.534954592648,-0.2790854,-178.4109,-18.89319,10.05181,-18.87653,9.673909,-4.507439,-64.00776,8117A_E1.0_B17_1,102.95
-0.96824390377,-0.0261170442962,0.109546063203,0.0186733613686,0.109854879191,0.017982779948,0.237446004741,-0.553789206456,-0.2771459,-178.4549,-19.08367,9.67373,-19.06877,9.296624,-4.400179,-66.79199,8117A_E1.0_B17_1,103.31875
-0.968468178028,-0.0252519789559,0.10721891478,0.0176523527426,0.107511573979,0.0169594655113,0.213668132105,-0.571191429742,-0.2753413,-178.5064,-19.27842,9.349216,-19.26415,8.964283,-4.295578,-69.49046,8117A_E1.0_B17_1,103.6875
-0.968668944704,-0.0244993046218,0.104888296416,0.0167580568724,0.105157346805,0.016066001423,0.189829574575,-0.587561684151,-0.2737153,-178.5512,-19.47599,9.077456,-19.463,8.686512,-4.187742,-72.09538,8117A_E1.0_B17_1,104.05625
-0.968879417514,-0.0236399864267,0.102556316837,0.0159636535447,0.102812621507,0.0152791044851,0.165710836253,-0.602505527392,-0.2720207,-178.6023,-19.67678,8.847514,-19.6642,8.452927,-4.08409,-74.62182,8117A_E1.0_B17_1,104.425
-0.969058557244,-0.022762671066,0.100226101786,0.015284415272,0.100462151375,0.0146155363005,0.141564546514,-0.616344217127,-0.270604,-178.6544,-19.88054,8.670765,-19.86899,8.27749,-3.980261,-77.06442,8117A_E1.0_B17_1,104.79375
-0.969263754243,-0.0219567428507,0.0979193847585,0.0147303693415,0.0981233835893,0.0140619754009,0.117394691036,-0.629019019635,-0.2689325,-178.7023,-20.08544,8.555063,-20.07626,8.155479,-3.878029,-79.42843,8117A_E1.0_B17_1,105.1625
-0.969466375225,-0.0211775313829,0.0956254663981,0.0142584369643,0.0958111519215,0.0136138052655,0.0931698342799,-0.640606412212,-0.2672731,-178.7486,-20.29303,8.480726,-20.28487,8.087022,-3.777267,-81.72492,8117A_E1.0_B17_1,105.53125
-0.969680014429,-0.0203440706888,0.0933520963438,0.0139076546318,0.0935272661989,0.0132518521053,0.0691370744846,-0.651068788523,-0.2655199,-178.7981,-20.50218,8.473637,-20.49491,8.064541,-3.678764,-83.93847,8117A_E1.0_B17_1,105.9
-0.969872101633,-0.0194522609456,0.0911012784537,0.0136342290981,0.0912488731908,0.0130040420391,0.0452215349818,-0.66045572043,-0.263964,-178.851,-20.71331,8.51172,-20.70813,8.110711,-3.582813,-86.08306,8117A_E1.0_B17_1,106.26875
-0.970041015133,-0.0186071087015,0.0888766650533,0.0134807917403,0.0890148941805,0.0128371698698,0.021458321266,-0.668819595854,-0.2626004,-178.9011,-20.92546,8.624868,-20.92135,8.20626,-3.489352,-88.16236,8117A_E1.0_B17_1,106.6375
-0.970202368727,-0.0177242854582,0.0867084872734,0.0133950433665,0.0868112850077,0.0127639814788,-0.00202002220538,-0.67635812744,-0.2613042,-178.9534,-21.13634,8.78184,-21.13559,8.364346,-3.396427,-90.17112,8117A_E1.0_B17_1,107.00625
-0.970393329091,-0.0168467934336,0.0845617934245,0.0133942073014,0.0846469293275,0.0127648032775,-0.0252561118017,-0.682816046408,-0.2597352,-179.0054,-21.3489,9.000618,-21.35012,8.575619,-3.307988,-92.1183,8117A_E1.0_B17_1,107.375
-0.970533964673,-0.0159562939374,0.0824449570643,0.0134663949238,0.0825237639099,0.0128734002295,-0.0483254355006,-0.688538624106,-0.2586115,-179.0581,-21.56237,9.276659,-21.564,8.866468,-3.220093,-94.01475,8117A_E1.0_B17_1,107.74375
-0.970684297989,-0.0150826589053,0.080384972028,0.0136200615908,0.080438855936,0.0130267519836,-0.0709590962846,-0.693370594614,-0.2573915,-179.1098,-21.77358,9.616603,-21.77825,9.198959,-3.135443,-95.84327,8117A_E1.0_B17_1,108.1125
-0.970861217482,-0.0142227248641,0.0783465335258,0.013844824269,0.0783975111907,0.0132762874026,-0.0932578670809,-0.697251221653,-0.255925,-179.1607,-21.98606,10.02143,-21.99116,9.61161,-3.055209,-97.61814,8117A_E1.0_B17_1,108.48125
-0.970981760653,-0.013305787991,0.0763751549987,0.0141405871327,0.0764032804258,0.013569822576,-0.11507086773,-0.700572746999,-0.2549631,-179.2149,-22.19458,10.48933,-22.20288,10.07116,-2.97532,-99.32769,8117A_E1.0_B17_1,108.85
-0.971139506942,-0.012441673736,0.0744451849469,0.0144848233512,0.0744694836389,0.0139295763743,-0.136561049284,-0.70312879544,-0.2536548,-179.266,-22.40189,11.01049,-22.41108,10.59479,-2.898496,-100.9911,8117A_E1.0_B17_1,109.21875
-0.971253931855,-0.0115479597205,0.0725543250006,0.0148877479075,0.0725736337367,0.0143531052679,-0.157625822259,-0.705084903701,-0.2527303,-179.3188,-22.60762,11.59582,-22.61779,11.18719,-2.823373,-102.6016,8117A_E1.0_B17_1,109.5875
-0.971385308492,-0.0106813697935,0.0707146327094,0.0153658136011,0.0707238930028,0.0148295691951,-0.178330377789,-0.706294109732,-0.2516443,-179.37,-22.80945,12.25941,-22.82181,11.84236,-2.751893,-104.1703,8117A_E1.0_B17_1,109.95625
-0.971526753502,-0.00978922671426,0.0689273114018,0.0158758618502,0.0689154835541,0.0153499128514,-0.198533755328,-0.706993103165,-0.2504638,-179.4227,-23.00768,12.97059,-23.02338,12.55682,-2.682059,-105.6855,8117A_E1.0_B17_1,110.325
-0.971648307469,-0.00892040169014,0.067191345328,0.0164378391452,0.0671718864027,0.0159267986388,-0.218298451025,-0.707143399955,-0.249452,-179.474,-23.20129,13.74696,-23.21871,13.3388,-2.614525,-107.1557,8117A_E1.0_B17_1,110.69375
-0.971750526571,-0.00801050571794,0.0654840055516,0.017042539077,0.0654550441019,0.0165469562215,-0.237640610595,-0.706677384865,-0.2486092,-179.5277,-23.39267,14.5879,-23.4121,14.18707,-2.550299,-108.5867,8117A_E1.0_B17_1,111.0625
-0.971852222328,-0.00713774682407,0.0638471749479,0.0176800144678,0.0638025644946,0.0171993773945,-0.256583851222,-0.705793775123,-0.2477611,-179.5792,-23.5763,15.47802,-23.59858,15.08671,-2.487362,-109.9782,8117A_E1.0_B17_1,111.43125
-0.971947972865,-0.00625968899765,0.0622374495863,0.0183700501795,0.0621984914473,0.0178970836704,-0.275040419196,-0.704472016417,-0.2469595,-179.631,-23.75619,16.44453,-23.77894,16.05272,-2.426586,-111.3267,8117A_E1.0_B17_1,111.8
-0.972047130017,-0.00535603821407,0.0606849165263,0.0190810746116,0.060629094257,0.0186070806259,-0.293042725479,-0.702738152229,-0.2461217,-179.6843,-23.92894,17.45464,-23.95546,17.06126,-2.367855,-112.6362,8117A_E1.0_B17_1,112.16875
-0.972144502004,-0.00442335932648,0.0591763002767,0.0198280703412,0.059130471391,0.0193641193209,-0.310631011947,-0.700552850325,-0.2452936,-179.7393,-24.09494,18.52434,-24.12134,18.13265,-2.311652,-113.9129,8117A_E1.0_B17_1,112.5375
-0.97222580123,-0.00355153149248,0.0577174738195,0.0206056554471,0.0576644274859,0.0201688513743,-0.32774398313,-0.698059339437,-0.2445992,-179.7907,-24.25286,19.64702,-24.28062,19.27792,-2.256999,-115.1504,8117A_E1.0_B17_1,112.90625
-0.97227719154,-0.00265742064476,0.0563026153322,0.0214205578591,0.0562462356821,0.0209864043348,-0.344386654014,-0.695132717897,-0.2441656,-179.8434,-24.40234,20.82952,-24.43207,20.46138,-2.205394,-116.355,8117A_E1.0_B17_1,113.275
-0.97238815409,-0.00172768778244,0.0549364454723,0.0222460936077,0.0548679159908,0.0218194110876,-0.360627490986,-0.692018620909,-0.2431931,-179.8982,-24.54334,22.04511,-24.57601,21.68631,-2.154241,-117.5251,8117A_E1.0_B17_1,113.64375
-0.972449463194,-0.000870686658189,0.0536223186961,0.0230899241276,0.0535344663131,0.0226774250435,-0.376384034206,-0.688640364327,-0.2426557,-179.9487,-24.67437,23.29685,-24.71057,22.95772,-2.104965,-118.6593,8117A_E1.0_B17_1,114.0125
-0.972484515594,6.78922268901e-06,0.0523380113743,0.0239626765599,0.0522568772204,0.0235567289964,-0.391831357581,-0.684935434733,-0.2423461,179.9996,-24.79716,24.60042,-24.83372,24.26524,-2.057432,-119.7726,8117A_E1.0_B17_1,114.38125
-0.972545384193,0.000940366490046,0.0510970928278,0.0248405608582,0.0510115347748,0.0244439493458,-0.40686965386,-0.680978154419,-0.2417984,179.9446,-24.91071,25.92644,-24.94893,25.60303,-2.011601,-120.8574,8117A_E1.0_B17_1,114.75
-0.972608360301,0.00180956035017,0.0498920203814,0.0257392502704,0.0498159178876,0.0253696438337,-0.421494741124,-0.676851496418,-0.241225,179.8934,-25.01452,27.28917,-25.05116,26.98828,-1.966892,-121.9117,8117A_E1.0_B17_1,115.11875
-0.97263995609,0.00264313384389,0.0487336724791,0.0266611432028,0.0486468639251,0.0262910388904,-0.435615278943,-0.672424191238,-0.2409258,179.8443,-25.10634,28.68212,-25.146,28.38886,-1.925225,-122.9363,8117A_E1.0_B17_1,115.4875
-0.972706736136,0.00357705637163,0.047617140807,0.0275980944465,0.047543883211,0.0272344022209,-0.449308564893,-0.667860842351,-0.2403028,179.7893,-25.18694,30.09586,-25.2257,29.80523,-1.884811,-123.931,8117A_E1.0_B17_1,115.85625
-0.972726901153,0.00446166235072,0.046544085378,0.0285360316139,0.0464497023129,0.0281855061086,-0.462715925367,-0.663174252661,-0.2400901,179.7372,-25.25688,31.51233,-25.29884,31.24922,-1.844846,-124.9046,8117A_E1.0_B17_1,116.225
-0.972771186182,0.00536172566471,0.0455010084693,0.0294914224407,0.045415713649,0.0291394707175,-0.475752353504,-0.658314015597,-0.2396541,179.6842,-25.3164,32.94924,-25.35854,32.6849,-1.806419,-125.855,8117A_E1.0_B17_1,116.59375
-0.972773750565,0.00620218573092,0.0445023327822,0.0304475109573,0.0444113752373,0.0301134121816,-0.488378902486,-0.653392846922,-0.2395866,179.6347,-25.36479,34.37907,-25.4073,34.13948,-1.768936,-126.7763,8117A_E1.0_B17_1,116.9625
-0.972826103437,0.00710414764191,0.0435432642555,0.0314169753852,0.0434456411521,0.0310855623292,-0.500701880236,-0.648246314236,-0.2390641,179.5816,-25.40149,35.81089,-25.44571,35.5839,-1.733256,-127.6823,8117A_E1.0_B17_1,117.33125
-0.972878740647,0.00800112681441,0.0425916270745,0.0323904645204,0.0425036660964,0.0320652987162,-0.51264757507,-0.64294396812,-0.238532,179.5288,-25.4315,37.25259,-25.47486,37.03136,-1.699348,-128.5669,8117A_E1.0_B17_1,117.7
-0.972888237989,0.00884857565527,0.0416956024887,0.0333673699069,0.0416115155083,0.0330657260393,-0.524262790013,-0.637653253492,-0.2383817,179.4789,-25.44865,38.66893,-25.49003,38.47168,-1.66564,-129.4262,8117A_E1.0_B17_1,118.06875
-0.972846925004,0.00969724618778,0.0408247176021,0.0343595973846,0.0407357509669,0.034052776828,-0.535499408935,-0.632273203024,-0.2386783,179.4289,-25.45576,40.08521,-25.49906,39.89371,-1.633411,-130.2627,8117A_E1.0_B17_1,118.4375
-0.972905552529,0.0105995882743,0.0399946777782,0.0353411435937,0.0398980011315,0.0350437496692,-0.546517299593,-0.626771561863,-0.2380709,179.3758,-25.45373,41.4653,-25.49764,41.29392,-1.601929,-131.087,8117A_E1.0_B17_1,118.80625
-0.972897528634,0.0114927780035,0.0391870212623,0.0363377932072,0.0390906422332,0.0360367805773,-0.557096814001,-0.621217290633,-0.238052,179.3232,-25.44233,42.8395,-25.48716,42.67226,-1.572237,-131.8852,8117A_E1.0_B17_1,119.175
-0.972891520211,0.0123214630192,0.038404934023,0.037328143291,0.0383202151035,0.037038271506,-0.567434349388,-0.615625163295,-0.2380151,179.2744,-25.42371,44.18541,-25.4664,44.02542,-1.542968,-132.6674,8117A_E1.0_B17_1,119.54375
-0.972887277226,0.0131943358579,0.0376677502354,0.0383153005884,0.0375715584454,0.0380455326508,-0.577536829877,-0.609942863762,-0.2379508,179.223,-25.39565,45.48828,-25.43773,45.35913,-1.514543,-133.4368,8117A_E1.0_B17_1,119.9125
-0.97289113657,0.0140911166713,0.0369467851622,0.0393139309059,0.0368564825776,0.0390392675274,-0.587234353619,-0.604252358825,-0.2378041,179.1702,-25.3601,46.7779,-25.40236,46.64739,-1.48763,-134.1817,8117A_E1.0_B17_1,120.28125
-0.972882584278,0.014979245314,0.0362529579645,0.0403093990775,0.0361615819627,0.0400429663862,-0.596689907792,-0.598496379616,-0.237762,179.1179,-25.31782,48.03282,-25.35943,47.91577,-1.461578,-134.9134,8117A_E1.0_B17_1,120.65
-0.972835689538,0.0157937281184,0.0355792037256,0.0412984321689,0.035496110342,0.0410515232663,-0.606010018174,-0.592769625762,-0.2380656,179.0699,-25.27033,49.25462,-25.30885,49.15094,-1.434983,-135.6328,8117A_E1.0_B17_1,121.01875
-0.972820491302,0.0166834247743,0.0349527996467,0.0422873754739,0.0348530405877,0.042047707356,-0.614899289731,-0.586943576086,-0.2380687,179.0175,-25.21445,50.42443,-25.25384,50.34491,-1.410997,-136.3325,8117A_E1.0_B17_1,121.3875
-0.972812498919,0.0175222987917,0.0343338732144,0.0432965039059,0.0342404187297,0.0430461059304,-0.623525086004,-0.581228886325,-0.2380084,178.9681,-25.15216,51.58579,-25.19221,51.5,-1.386983,-137.0107,8117A_E1.0_B17_1,121.75625
-0.972754201933,0.0183840129566,0.0337355519433,0.0442781977224,0.033640954087,0.0440394296498,-0.632050032229,-0.575339097855,-0.2383868,178.9173,-25.08828,52.69623,-25.12694,52.62442,-1.363784,-137.6892,8117A_E1.0_B17_1,122.125
-0.972763837487,0.0192198214184,0.0331710094972,0.0452729123618,0.0330910768254,0.0450312709117,-0.640172298077,-0.569523465912,-0.2381566,178.8681,-25.01696,53.77014,-25.05451,53.68982,-1.341989,-138.3424,8117A_E1.0_B17_1,122.49375
-0.972700803096,0.0200524781488,0.0326197692038,0.0462495931022,0.0325246612375,0.0460283702423,-0.648117976184,-0.563716205959,-0.2385692,178.819,-24.94433,54.80474,-24.98056,54.75413,-1.32042,-138.9841,8117A_E1.0_B17_1,122.8625
-0.972724511999,0.0208903158809,0.0320926670334,0.0472423086297,0.0320044475368,0.0470136279178,-0.655857942481,-0.557916396731,-0.2382002,178.7697,-24.86546,55.81093,-24.90184,55.75499,-1.299355,-139.6133,8117A_E1.0_B17_1,123.23125
-0.972652937974,0.0217311923904,0.0315891092532,0.0482224121146,0.0315002884249,0.0480079430621,-0.663423314248,-0.552053313552,-0.2386746,178.7201,-24.78434,56.77235,-24.81877,56.72922,-1.279059,-140.2352,8117A_E1.0_B17_1,123.6
-0.97262641793,0.0226307711125,0.0311083517496,0.0492044584858,0.0310219851562,0.0489939298748,-0.670753024944,-0.54634166026,-0.2387282,178.6671,-24.69953,57.69785,-24.73303,57.65882,-1.258669,-140.8365,8117A_E1.0_B17_1,123.96875
-0.972603170208,0.0234234130475,0.0306397321544,0.0501832939991,0.0305531230818,0.049973818114,-0.677816008637,-0.54052032312,-0.2387682,178.6204,-24.61281,58.59358,-24.64595,58.55911,-1.240151,-141.4296,8117A_E1.0_B17_1,124.3375
