S11R,S11I,S12R,S12I,S21R,S21I,S22R,S22I,S11_Mag,S11_Ang,S12_Mag,S12_Ang,S21_Mag,S21_Ang,S22_Mag,S22_Ang,sourcefile,MHz
-0.96482488511,-0.0344241668241,0.135162456708,0.0163995357058,0.135624338972,0.0157035218069,0.31686361497,-0.470937118073,-0.305505,-177.9566,-17.31941,6.917998,-17.29541,6.60469,-4.918956,-56.0659,8117A_E1.0_B17_2,100.0
-0.965181582008,-0.0336677780869,0.13263754864,0.0144923038489,0.133086732607,0.0138013013272,0.294376005246,-0.493916377043,-0.3025383,-178.0022,-17.49513,6.235542,-17.47085,5.920499,-4.806832,-59.2049,8117A_E1.0_B17_2,100.36875
-0.965354484343,-0.0329079724998,0.130072456714,0.012745945993,0.130482557576,0.0120384000814,0.271357506367,-0.515590628751,-0.3012198,-178.0476,-17.67479,5.59661,-17.65214,5.271221,-4.692004,-62.24198,8117A_E1.0_B17_2,100.7375
-0.965710346012,-0.0322653913178,0.127465187339,0.0111386942844,0.127845235823,0.0104534161728,0.24787977204,-0.535836015957,-0.298217,-178.0864,-17.85913,4.994172,-17.83737,4.674458,-4.577167,-65.17456,8117A_E1.0_B17_2,101.10625
-0.966065053887,-0.0314653448575,0.124831170018,0.00967859168924,0.125188573831,0.00898949828794,0.224003025468,-0.554758368565,-0.2952678,-178.1345,-18.04751,4.43347,-18.02637,4.107226,-4.461968,-68.01189,8117A_E1.0_B17_2,101.475
-0.966318483182,-0.0307206215942,0.122179078119,0.00835741612893,0.122509919673,0.00768475759744,0.199722583594,-0.572407079575,-0.2932071,-178.1791,-18.23979,3.913108,-18.21952,3.589326,-4.346966,-70.76525,8117A_E1.0_B17_2,101.84375
-0.966580270708,-0.0298863030803,0.119500887714,0.00720239285094,0.11980875752,0.00651387131629,0.17515247215,-0.588632841803,-0.2910915,-178.229,-18.43683,3.44908,-18.41741,3.112045,-4.234663,-73.4292,8117A_E1.0_B17_2,102.2125
-0.966905936259,-0.0291818644914,0.11682958599,0.00616672592925,0.117114139043,0.00549008957734,0.150626103141,-0.603707241562,-0.2883614,-178.2713,-18.63686,3.021493,-18.61828,2.683953,-4.1212,-75.99062,8117A_E1.0_B17_2,102.58125
-0.967164052454,-0.0283888242702,0.114161434235,0.00526335590215,0.114417145092,0.00458811662719,0.125860560139,-0.617453257207,-0.2862569,-178.3187,-18.84039,2.639724,-18.8232,2.296325,-4.011117,-78.47877,8117A_E1.0_B17_2,102.95
-0.967472013531,-0.0276306159659,0.111506769359,0.00447701115788,0.111736370243,0.0038108636756,0.101103066567,-0.630132823634,-0.2836909,-178.3641,-19.04698,2.299198,-19.03106,1.953364,-3.900971,-80.88474,8117A_E1.0_B17_2,103.31875
