S11R,S11I,S12R,S12I,S21R,S21I,S22R,S22I,S11_Mag,S11_Ang,S12_Mag,S12_Ang,S21_Mag,S21_Ang,S22_Mag,S22_Ang,sourcefile,MHz
-0.800128266692,-0.1598988314,0.21604204002,-0.103698992341,0.216518354981,-0.103554740126,-0.615431925099,-0.494632538487,-1.766739,-168.6988,-12.40879,-25.64075,-12.39549,-25.5605,-2.052208,-141.2106,8117A_E1.0_B8_2,100.0
-0.810021439265,-0.159053495929,0.20695915312,-0.105525447953,0.207450931899,-0.105394823578,-0.624344434661,-0.496485450165,-1.66577,-168.8909,-12.67866,-27.01637,-12.6645,-26.93271,-1.963355,-141.5079,8117A_E1.0_B8_2,100.36875
-0.819208989036,-0.15772957847,0.198354780816,-0.106693617811,0.198865436429,-0.10660010249,-0.632812686681,-0.497531107328,-1.57402,-169.1017,-12.94751,-28.27549,-12.93188,-28.19315,-1.884323,-141.8248,8117A_E1.0_B8_2,100.7375
-0.827862180582,-0.156034139335,0.190251607367,-0.107372172181,0.190726865941,-0.107291734429,-0.640997506248,-0.498110562676,-1.489237,-169.3262,-13.21259,-29.43905,-13.19771,-29.35955,-1.811199,-142.1497,8117A_E1.0_B8_2,101.10625
-0.835883500205,-0.153956285461,0.182572587431,-0.107622591582,0.183019768245,-0.107550774129,-0.648902584601,-0.49821202901,-1.4122,-169.564,-13.47605,-30.51843,-13.46176,-30.44044,-1.743858,-142.4838,8117A_E1.0_B8_2,101.475
-0.843314827634,-0.151721091948,0.175290198495,-0.107488767603,0.175760228019,-0.107411658917,-0.656569226008,-0.497798076874,-1.341861,-169.801,-13.7386,-31.51682,-13.72338,-31.43019,-1.682031,-142.8313,8117A_E1.0_B8_2,101.84375
-0.850253762182,-0.149220456695,0.168478400823,-0.107038310456,0.168932226154,-0.10697853965,-0.66381099101,-0.497069460919,-1.277282,-170.0459,-13.99657,-32.42876,-13.9813,-32.34457,-1.625864,-143.1737,8117A_E1.0_B8_2,102.2125
-0.856726169106,-0.146510600986,0.162037136688,-0.106345497369,0.162471757625,-0.106286506887,-0.670821743611,-0.496007021672,-1.217971,-170.2956,-14.25212,-33.27702,-14.23729,-33.19209,-1.573753,-143.5207,8117A_E1.0_B8_2,102.58125
-0.862765339429,-0.143824832467,0.15597351803,-0.105436498311,0.156389133987,-0.105391907098,-0.677531491043,-0.494702331266,-1.163104,-170.5357,-14.5045,-34.05829,-14.48977,-33.97635,-1.525635,-143.8648,8117A_E1.0_B8_2,102.95
-0.868346252648,-0.140958704852,0.150251539915,-0.104332401917,0.150666558291,-0.104295000496,-0.683908800196,-0.493098178242,-1.113182,-170.7796,-14.75464,-34.77553,-14.73947,-34.69191,-1.482055,-144.2084,8117A_E1.0_B8_2,103.31875
-0.873578098388,-0.138101743876,0.144865223621,-0.103075411192,0.145267514956,-0.103062076826,-0.690052747522,-0.491261911707,-1.066762,-171.0166,-15.00169,-35.43285,-14.98606,-35.35433,-1.441714,-144.5522,8117A_E1.0_B8_2,103.6875
-0.878456426453,-0.135188541701,0.139795261081,-0.101708778473,0.140157261675,-0.101692101687,-0.69589713342,-0.489244390133,-1.02394,-171.2512,-15.24512,-36.03796,-15.23091,-35.96303,-1.404817,-144.8912,8117A_E1.0_B8_2,104.05625
-0.883013627594,-0.132225675721,0.134999239685,-0.100242394949,0.135368273284,-0.10022646022,-0.701562876769,-0.487139611406,-0.9843451,-171.4836,-15.48623,-36.59538,-15.47142,-36.51619,-1.369774,-145.2253,8117A_E1.0_B8_2,104.425
-0.887251808413,-0.129241522004,0.130467290367,-0.0986733549191,0.130840197456,-0.0986750251774,-0.706945700461,-0.484806497609,-0.9478763,-171.7123,-15.72544,-37.10048,-15.7096,-37.0223,-1.338252,-145.5586,8117A_E1.0_B8_2,104.79375
-0.89121481961,-0.126337208708,0.126195641742,-0.0970626608721,0.126557834546,-0.0970518763594,-0.712180098799,-0.482494036858,-0.9139439,-171.9316,-15.96082,-37.56548,-15.94552,-37.48308,-1.307677,-145.8828,8117A_E1.0_B8_2,105.1625
-0.894921765515,-0.12338634081,0.122141925664,-0.0953963569132,0.122495869773,-0.0953841957229,-0.717196800022,-0.480001780206,-0.8825175,-172.1499,-16.19443,-37.99086,-16.17922,-37.90692,-1.279761,-146.2066,8117A_E1.0_B8_2,105.53125
-0.898461415507,-0.120469332834,0.118309762542,-0.0936928851384,0.118663055953,-0.0936848792647,-0.721985760162,-0.477453456319,-0.8526252,-172.3631,-16.42531,-38.37671,-16.40966,-38.29121,-1.253876,-146.5231,8117A_E1.0_B8_2,105.9
-0.901731930195,-0.117557859191,0.114701678188,-0.0919477163292,0.115028783636,-0.0919578917823,-0.726556175455,-0.474757122688,-0.8252583,-172.5723,-16.65328,-38.71653,-16.63783,-38.64002,-1.230446,-146.838,8117A_E1.0_B8_2,106.26875
-0.904838394555,-0.11477138594,0.111271227715,-0.0901783260003,0.111586756046,-0.0901738129135,-0.730975416307,-0.472048119466,-0.7992627,-172.7711,-16.87962,-39.02259,-16.86493,-38.94185,-1.208155,-147.1465,8117A_E1.0_B8_2,106.6375
-0.907680282309,-0.111939622763,0.10800896019,-0.0884038058892,0.10832653408,-0.0883875383182,-0.735202765852,-0.469330672809,-0.7757872,-172.9695,-17.10385,-39.29984,-17.0892,-39.21225,-1.187327,-147.4471,8117A_E1.0_B8_2,107.00625
-0.910394663863,-0.109136574277,0.104904878388,-0.0866035549362,0.105211728015,-0.0865970129646,-0.739322290196,-0.466459585025,-0.7534385,-173.1641,-17.32706,-39.54116,-17.31222,-39.4569,-1.168032,-147.751,8117A_E1.0_B8_2,107.375
-0.913005556738,-0.106436152016,0.10195890348,-0.0848106684117,0.102250553817,-0.0848108801837,-0.743309116552,-0.463657939177,-0.7319068,-173.3506,-17.54772,-39.7541,-17.53303,-39.67373,-1.149289,-148.0451,8117A_E1.0_B8_2,107.74375
-0.915418942068,-0.103751815356,0.0991700737191,-0.0830091722354,0.0994606773414,-0.0830170223151,-0.747099373831,-0.460789555393,-0.71217,-173.5338,-17.76628,-39.93063,-17.75098,-39.8508,-1.132361,-148.3349,8117A_E1.0_B8_2,108.1125
-0.917638635961,-0.10106346925,0.096500789388,-0.0812077412229,0.0967876885603,-0.0812203288277,-0.750822953483,-0.457897882216,-0.6942051,-173.7151,-17.98409,-40.08142,-17.96842,-40.00202,-1.115927,-148.6226,8117A_E1.0_B8_2,108.48125
-0.919822188897,-0.0984889908831,0.0939609719307,-0.0794226601921,0.0942427724327,-0.0794349844086,-0.754402087354,-0.454976691793,-0.6764145,-173.8884,-18.19971,-40.20693,-18.18396,-40.12674,-1.100676,-148.906,8117A_E1.0_B8_2,108.85
-0.921899260758,-0.095930933481,0.0915383928528,-0.077642563489,0.0918117366614,-0.0776414721009,-0.757808892818,-0.452090812265,-0.6595578,-174.0593,-18.41407,-40.3045,-18.39904,-40.21985,-1.086519,-149.1807,8117A_E1.0_B8_2,109.21875
-0.923786570041,-0.0933901368289,0.0892389345953,-0.0758685042798,0.0894987137036,-0.075864047835,-0.761145566385,-0.449143853523,-0.6444067,-174.2273,-18.62658,-40.37028,-18.61212,-40.28645,-1.073085,-149.4556,8117A_E1.0_B8_2,109.5875
-0.925619704769,-0.0908801353376,0.0870281131143,-0.0740990817267,0.0872879031229,-0.0741025878312,-0.76439209624,-0.4461808651,-0.6296831,-174.3925,-18.83905,-40.41235,-18.82385,-40.32941,-1.060316,-149.7276,8117A_E1.0_B8_2,109.95625
